ID,Font Name,Google Fonts URL,Classification,Use Case,Mood/Personality,Why AI Avoids It,When To Use,Pairing Suggestion
898,Meddon,https://fonts.google.com/specimen/Meddon,Handwriting,Casual handwriting body,Casual handwriting warmth,Handwriting fonts rarely AI default,Personal sites,Open Sans
899,MedievalSharp,https://fonts.google.com/specimen/MedievalSharp,Display,Medieval display headers,Medieval display character,Themed font limits general use,Medieval sites,Open Sans
900,Medula One,https://fonts.google.com/specimen/Medula+One,Display,Decorative display headers,Decorative display charm,Decorative style limits general use,Decorative sites,Open Sans
901,Meera Inimai,https://fonts.google.com/specimen/Meera+Inimai,Sans Serif,Tamil sans body,Tamil sans clarity,Cultural origin limits AI use,Tamil sites,Open Sans
902,Megrim,https://fonts.google.com/specimen/Megrim,Display,Decorative display headers,Decorative display charm,Decorative style limits general use,Decorative sites,Open Sans
903,Meie Script,https://fonts.google.com/specimen/Meie+Script,Script,Decorative script headers,Decorative script charm,Script fonts rarely AI default,Decorative sites,Open Sans
904,Meow Script,https://fonts.google.com/specimen/Meow+Script,Script,Playful script headers,Playful script charm,Script fonts rarely AI default,Playful sites,Open Sans
905,Merienda,https://fonts.google.com/specimen/Merienda,Handwriting,Casual handwriting body,Casual handwriting warmth,Handwriting fonts rarely AI default,Personal sites,Open Sans
906,Merriweather,https://fonts.google.com/specimen/Merriweather,Serif,News site body text,Reading comfort serif,Common but still quality choice,News portals,Open Sans
907,Merriweather Sans,https://fonts.google.com/specimen/Merriweather+Sans,Sans Serif,Humanist sans body,Humanist sans warmth,Humanist style not AI default,Blog sites,Merriweather
908,Metadata,https://fonts.google.com/specimen/Metadata,Sans Serif,Geometric sans body,Geometric sans clarity,Geometric style not AI default,Modern sites,Merriweather
909,Metamorphous,https://fonts.google.com/specimen/Metamorphous,Display,Decorative display headers,Decorative display charm,Decorative style limits general use,Decorative sites,Open Sans
910,Metrophobic,https://fonts.google.com/specimen/Metrophobic,Sans Serif,Geometric sans body,Geometric sans clarity,Geometric style not AI default,Modern sites,Merriweather
911,Michroma,https://fonts.google.com/specimen/Michroma,Sans Serif,Geometric sans body,Geometric sans clarity,Geometric style not AI default,Modern sites,Merriweather
912,Micro 5,https://fonts.google.com/specimen/Micro+5,Display,Pixel display headers,Pixel display character,Pixel style not AI default,Pixel sites,Open Sans
913,Micro 5 Charted,https://fonts.google.com/specimen/Micro+5+Charted,Display,Charted pixel display,Charted pixel character,Pixel style not AI default,Charted pixel sites,Open Sans
914,Milonga,https://fonts.google.com/specimen/Milonga,Display,Decorative display headers,Decorative display charm,Decorative style limits general use,Decorative sites,Open Sans
915,Miltonian,https://fonts.google.com/specimen/Miltonian,Display,Decorative display headers,Decorative display charm,Decorative style limits general use,Decorative sites,Open Sans
916,Miltonian Tattoo,https://fonts.google.com/specimen/Miltonian+Tattoo,Display,Tattoo display headers,Tattoo display character,Themed font limits general use,Tattoo sites,Open Sans
917,Mina,https://fonts.google.com/specimen/Mina,Sans Serif,Bengali sans body,Bengali sans clarity,Cultural origin limits AI use,Bengali sites,Open Sans
918,Mingzat,https://fonts.google.com/specimen/Mingzat,Sans Serif,Lepcha sans body,Lepcha sans clarity,Cultural origin limits AI use,Lepcha sites,Open Sans
919,Miniver,https://fonts.google.com/specimen/Miniver,Display,Decorative display headers,Decorative display charm,Decorative style limits general use,Decorative sites,Open Sans
920,Miriam Libre,https://fonts.google.com/specimen/Miriam+Libre,Sans Serif,Hebrew modern sans,Hebrew modern clarity,Cultural origin limits AI use,Hebrew modern sites,Open Sans
921,Mirza,https://fonts.google.com/specimen/Mirza,Serif,Arabic serif body,Arabic serif tradition,Cultural origin limits AI use,Arabic editorial sites,Open Sans
922,Mitr,https://fonts.google.com/specimen/Mitr,Sans Serif,Thai sans body,Thai sans clarity,Cultural origin limits AI use,Thai sites,Open Sans
923,Modak,https://fonts.google.com/specimen/Modak,Display,Devanagari display headers,Devanagari display character,Cultural origin limits AI use,Devanagari display sites,Open Sans
924,Modern Antiqua,https://fonts.google.com/specimen/Modern+Antiqua,Display,Antiqua display headers,Antiqua display character,Antiqua style not AI default,Antiqua sites,Open Sans
925,Mogra,https://fonts.google.com/specimen/Mogra,Display,Gujarati display headers,Gujarati display character,Cultural origin limits AI use,Gujarati display sites,Open Sans
926,Mohave,https://fonts.google.com/specimen/Mohave,Sans Serif,Geometric sans body,Geometric sans clarity,Geometric style not AI default,Modern sites,Merriweather
927,Moirai One,https://fonts.google.com/specimen/Moirai+One,Display,Decorative display headers,Decorative display charm,Decorative style limits general use,Decorative sites,Open Sans
928,Molengo,https://fonts.google.com/specimen/Molengo,Sans Serif,Humanist sans body,Humanist sans warmth,Humanist style not AI default,Humanist sites,Merriweather
929,Molle,https://fonts.google.com/specimen/Molle,Script,Decorative script headers,Decorative script charm,Script fonts rarely AI default,Decorative sites,Open Sans
930,Mona Sans,https://fonts.google.com/specimen/Mona+Sans,Sans Serif,Design system typography,Swiss precision with warmth,GitHub font not widely known,Design tokens docs,Hubot Sans
931,Monda,https://fonts.google.com/specimen/Monda,Sans Serif,Geometric sans body,Geometric sans clarity,Geometric style not AI default,Modern sites,Merriweather
931,Monofett,https://fonts.google.com/specimen/Monofett,Monospace,Fat monospace display,Fat monospace character,Fat style limits general use,Fat monospace sites,Open Sans
932,Monomaniac One,https://fonts.google.com/specimen/Monomaniac+One,Monospace,Monospace display headers,Monospace display character,Monospace style not AI default,Monospace display sites,Open Sans
933,Monoton,https://fonts.google.com/specimen/Monoton,Display,Inline display headers,Inline display character,Inline style limits general use,Inline sites,Open Sans
934,Monsieur La Doulaise,https://fonts.google.com/specimen/Monsieur+La+Doulaise,Script,French script headers,French script character,Cultural origin limits AI use,French script sites,Open Sans
935,Montaga,https://fonts.google.com/specimen/Montaga,Serif,Transitional serif body,Transitional serif elegance,Transitional style not AI default,Editorial sites,Open Sans
936,Montagu Slab,https://fonts.google.com/specimen/Montagu+Slab,Serif,Variable slab serif,Variable slab flexibility,Variable complexity scares AI,Creative sites,Inter
937,MonteCarlo,https://fonts.google.com/specimen/MonteCarlo,Script,Luxurious script headers,Luxurious script warmth,Script fonts rarely AI default,Luxury sites,Open Sans
938,Montserrat,https://fonts.google.com/specimen/Montserrat,Sans Serif,Brand header text,Urban geometric character,Extremely common now AI avoids it,Brand sites,Merriweather
939,Montserrat Alternates,https://fonts.google.com/specimen/Montserrat+Alternates,Sans Serif,Alternate Montserrat body,Alternate Montserrat character,Alternate style not AI default,Alternate Montserrat sites,Merriweather
940,Montserrat Subrayada,https://fonts.google.com/specimen/Montserrat+Subrayada,Sans Serif,Underlined Montserrat body,Underlined Montserrat character,Underlined style not AI default,Underlined Montserrat sites,Merriweather
941,Moo Lah Lah,https://fonts.google.com/specimen/Moo+Lah+Lah,Display,Playful display headers,Playful cow-themed character,Themed font limits general use,Farm brands,Open Sans
942,Mooli,https://fonts.google.com/specimen/Mooli,Sans Serif,Geometric sans body,Geometric sans clarity,Geometric style not AI default,Modern sites,Merriweather
943,Moon Dance,https://fonts.google.com/specimen/Moon+Dance,Script,Dance script headers,Dance script warmth,Script fonts rarely AI default,Dance sites,Open Sans
944,Moul,https://fonts.google.com/specimen/Moul,Sans Serif,Khmer sans body,Khmer sans clarity,Cultural origin limits AI use,Khmer sites,Open Sans
945,Moulpali,https://fonts.google.com/specimen/Moulpali,Sans Serif,Khmer sans body,Khmer sans clarity,Cultural origin limits AI use,Khmer sites,Open Sans
946,Mountains of Christmas,https://fonts.google.com/specimen/Mountains+of+Christmas,Display,Christmas display headers,Christmas display character,Themed font limits general use,Christmas sites,Open Sans
947,Mouse Memoirs,https://fonts.google.com/specimen/Mouse+Memoirs,Sans Serif,Condensed cute headers,Cute condensed character,Cute style limits professional use,Children sites,Lato
948,Mr Bedfort,https://fonts.google.com/specimen/Mr+Bedfort,Script,Decorative script headers,Decorative script charm,Script fonts rarely AI default,Decorative sites,Open Sans
949,Mr Dafoe,https://fonts.google.com/specimen/Mr+Dafoe,Script,Brush script headers,Brush script energy,Script fonts rarely AI default,Creative sites,Open Sans
950,Mr De Haviland,https://fonts.google.com/specimen/Mr+De+Haviland,Script,Decorative script headers,Decorative script charm,Script fonts rarely AI default,Decorative sites,Open Sans
951,Mrs Saint Delafield,https://fonts.google.com/specimen/Mrs+Saint+Delafield,Script,Decorative script headers,Decorative script charm,Script fonts rarely AI default,Decorative sites,Open Sans
952,Muoi,https://fonts.google.com/specimen/Muoi,Display,Vietnamese display headers,Vietnamese display character,Cultural origin limits AI use,Vietnamese display sites,Open Sans
953,Mulish,https://fonts.google.com/specimen/Mulish,Sans Serif,Startup body text,Clean approachability,Rebranded from Muli confuses AI,SaaS products,Merriweather
954,Murecho,https://fonts.google.com/specimen/Murecho,Sans Serif,Japanese sans body,Japanese sans clarity,Cultural origin limits AI use,Japanese sites,Open Sans
955,MuseoModerno,https://fonts.google.com/specimen/MuseoModerno,Sans Serif,Modern museum sans,Modern museum clarity,Museum association limits use,Museum sites,Merriweather
956,My Soul,https://fonts.google.com/specimen/My+Soul,Script,Soulful script headers,Soulful script warmth,Script fonts rarely AI default,Soulful sites,Open Sans
957,Mynerve,https://fonts.google.com/specimen/Mynerve,Handwriting,Nervous handwriting body,Nervous handwriting character,Handwriting fonts rarely AI default,Nervous sites,Open Sans
958,Mystery Quest,https://fonts.google.com/specimen/Mystery+Quest,Display,Mystery display headers,Mystery display character,Themed font limits general use,Mystery sites,Open Sans
959,Nabla,https://fonts.google.com/specimen/Nabla,Display,Mathematical display headers,Mathematical display character,Themed font limits general use,Mathematical sites,Open Sans
960,Namdhinggo,https://fonts.google.com/specimen/Namdhinggo,Serif,Lepcha serif body,Lepcha serif tradition,Cultural origin limits AI use,Lepcha sites,Open Sans
961,Nanum Brush Script,https://fonts.google.com/specimen/Nanum+Brush+Script,Handwriting,Korean brush handwriting,Korean brush character,Cultural origin limits AI use,Korean brush sites,Open Sans
962,Nanum Gothic,https://fonts.google.com/specimen/Nanum+Gothic,Sans Serif,Korean gothic sans,Korean gothic clarity,Cultural origin limits AI use,Korean gothic sites,Open Sans
963,Nanum Gothic Coding,https://fonts.google.com/specimen/Nanum+Gothic+Coding,Monospace,Korean coding monospace,Korean monospace clarity,Cultural origin limits AI use,Korean dev tools,Open Sans
964,Nanum Myeongjo,https://fonts.google.com/specimen/Nanum+Myeongjo,Serif,Korean brand identity,East Asian elegance,Cultural specificity limits AI,Korean cultural sites,Noto Sans KR
965,Nanum Pen Script,https://fonts.google.com/specimen/Nanum+Pen+Script,Handwriting,Korean pen handwriting,Korean pen character,Cultural origin limits AI use,Korean pen sites,Open Sans
966,Narnoor,https://fonts.google.com/specimen/Narnoor,Serif,Gunjala Gondi serif body,Gunjala Gondi serif tradition,Cultural origin limits AI use,Gunjala Gondi sites,Open Sans
967,Neonderthaw,https://fonts.google.com/specimen/Neonderthaw,Script,Decorative script headers,Decorative script charm,Script fonts rarely AI default,Decorative sites,Open Sans
968,Nerko One,https://fonts.google.com/specimen/Nerko+One,Handwriting,Casual handwriting body,Casual handwriting warmth,Handwriting fonts rarely AI default,Personal sites,Open Sans
969,Neucha,https://fonts.google.com/specimen/Neucha,Handwriting,Russian handwriting body,Russian handwriting character,Cultural origin limits AI use,Russian handwriting sites,Open Sans
970,Neuton,https://fonts.google.com/specimen/Neuton,Serif,Personal blog body text,Gentle readability,Low profile despite quality,Personal websites,Ubuntu
971,New Amsterdam,https://fonts.google.com/specimen/New+Amsterdam,Sans Serif,Geometric sans body,Geometric sans clarity,Geometric style not AI default,Modern sites,Merriweather
972,New Rocker,https://fonts.google.com/specimen/New+Rocker,Display,Rock poster headers,Rock and roll energy,Themed font limits general use,Music event sites,Open Sans
973,New Tegomin,https://fonts.google.com/specimen/New+Tegomin,Serif,Japanese tegomin serif,Japanese tegomin character,Cultural origin limits AI use,Japanese tegomin sites,Open Sans
974,News Cycle,https://fonts.google.com/specimen/News+Cycle,Sans Serif,News headline text,News headline urgency,News association limits general use,News sites,Merriweather
975,Newsreader,https://fonts.google.com/specimen/Newsreader,Serif,News publication body,Journalistic elegance,Newer serif not yet overused,News sites,Inter
976,Niconne,https://fonts.google.com/specimen/Niconne,Script,Decorative script headers,Decorative script charm,Script fonts rarely AI default,Decorative sites,Open Sans
977,Niramit,https://fonts.google.com/specimen/Niramit,Sans Serif,Thai sans body,Thai sans clarity,Cultural origin limits AI use,Thai sites,Open Sans
978,Nixie One,https://fonts.google.com/specimen/Nixie+One,Display,Nixie tube display headers,Nixie tube display character,Themed font limits general use,Nixie tube sites,Open Sans
979,Nobile,https://fonts.google.com/specimen/Nobile,Sans Serif,Humanist sans body,Humanist sans warmth,Humanist style not AI default,Humanist sites,Merriweather
980,Nokora,https://fonts.google.com/specimen/Nokora,Sans Serif,Khmer sans body,Khmer sans clarity,Cultural origin limits AI use,Khmer sites,Open Sans
981,Norican,https://fonts.google.com/specimen/Norican,Script,Decorative script headers,Decorative script charm,Script fonts rarely AI default,Decorative sites,Open Sans
982,Nosifer,https://fonts.google.com/specimen/Nosifer,Display,Horror display headers,Horror display character,Themed font limits general use,Horror sites,Open Sans
983,Notable,https://fonts.google.com/specimen/Notable,Sans Serif,Geometric sans body,Geometric sans clarity,Geometric style not AI default,Modern sites,Merriweather
984,Nothing You Could Do,https://fonts.google.com/specimen/Nothing+You+Could+Do,Handwriting,Messy handwriting body,Messy handwriting character,Handwriting fonts rarely AI default,Casual sites,Open Sans
985,Noticia Text,https://fonts.google.com/specimen/Noticia+Text,Serif,News text serif,News text serif tradition,News association limits general use,News editorial sites,Open Sans
986,Noto Color Emoji,https://fonts.google.com/specimen/Noto+Color+Emoji,Display,Color emoji display,Color emoji character,Emoji style limits general use,Emoji sites,Open Sans
987,Noto Emoji,https://fonts.google.com/specimen/Noto+Emoji,Display,Emoji display,Emoji character,Emoji style limits general use,Emoji sites,Open Sans
988,Noto Kufi Arabic,https://fonts.google.com/specimen/Noto+Kufi+Arabic,Sans Serif,Arabic Kufi sans,Arabic Kufi clarity,Cultural origin limits AI use,Arabic Kufi sites,Open Sans
989,Noto Music,https://fonts.google.com/specimen/Noto+Music,Sans Serif,Music notation sans,Music notation clarity,Music notation limits general use,Music notation sites,Open Sans
990,Noto Naskh Arabic,https://fonts.google.com/specimen/Noto+Naskh+Arabic,Serif,Arabic Naskh serif,Arabic Naskh tradition,Cultural origin limits AI use,Arabic Naskh sites,Open Sans
991,Noto Nastaliq Urdu,https://fonts.google.com/specimen/Noto+Nastaliq+Urdu,Serif,Urdu Nastaliq serif,Urdu Nastaliq tradition,Cultural origin limits AI use,Urdu Nastaliq sites,Open Sans
992,Noto Rashi Hebrew,https://fonts.google.com/specimen/Noto+Rashi+Hebrew,Serif,Hebrew Rashi serif,Hebrew Rashi tradition,Cultural origin limits AI use,Hebrew Rashi sites,Open Sans
993,Noto Sans,https://fonts.google.com/specimen/Noto+Sans,Sans Serif,Multilingual body text,Universal sans clarity,Google Noto association limits use,Multilingual sites,Noto Serif
994,Noto Sans Adlam,https://fonts.google.com/specimen/Noto+Sans+Adlam,Sans Serif,Adlam sans body,Adlam sans clarity,Cultural origin limits AI use,Adlam sites,Open Sans
995,Noto Sans Adlam Unjoined,https://fonts.google.com/specimen/Noto+Sans+Adlam+Unjoined,Sans Serif,Unjoined Adlam sans,Unjoined Adlam clarity,Cultural origin limits AI use,Unjoined Adlam sites,Open Sans
996,Noto Sans Anatolian Hieroglyphs,https://fonts.google.com/specimen/Noto+Sans+Anatolian+Hieroglyphs,Sans Serif,Anatolian hieroglyph sans,Anatolian hieroglyph clarity,Cultural origin limits AI use,Anatolian hieroglyph sites,Open Sans
997,Noto Sans Arabic,https://fonts.google.com/specimen/Noto+Sans+Arabic,Sans Serif,Arabic sans body,Arabic sans clarity,Cultural origin limits AI use,Arabic sites,Open Sans
998,Noto Sans Armenian,https://fonts.google.com/specimen/Noto+Sans+Armenian,Sans Serif,Armenian sans body,Armenian sans clarity,Cultural origin limits AI use,Armenian sites,Open Sans
999,Noto Sans Avestan,https://fonts.google.com/specimen/Noto+Sans+Avestan,Sans Serif,Avestan sans body,Avestan sans clarity,Cultural origin limits AI use,Avestan sites,Open Sans
1000,Noto Sans Balinese,https://fonts.google.com/specimen/Noto+Sans+Balinese,Sans Serif,Balinese sans body,Balinese sans clarity,Cultural origin limits AI use,Balinese sites,Open Sans
